Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1660658060,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1660658061,1,,Aggregated,0.000000,0.000000,360,360,360,360,360,360,360,360,360,360,360,1,0,360.5947129999999,360.5947129999999,360.5947129999999,360.5947129999999,92.0
1660658062,2,,Aggregated,0.000000,0.000000,360,360,360,360,360,360,360,360,360,360,360,1,0,360.5947129999999,360.5947129999999,360.5947129999999,360.5947129999999,92.0
1660658063,3,,Aggregated,0.000000,0.000000,360,360,360,360,360,360,360,360,360,360,360,2,0,352.12083899999993,356.35777599999994,352.12083899999993,360.5947129999999,92.0
1660658064,4,,Aggregated,0.000000,0.000000,360,360,360,360,360,360,360,360,360,360,360,2,0,352.12083899999993,356.35777599999994,352.12083899999993,360.5947129999999,92.0
1660658065,5,,Aggregated,0.333333,0.000000,340,340,350,350,360,360,360,360,360,360,360,6,0,180.0,263.73933733333337,175.48041999999953,360.5947129999999,902.5
1660658066,5,,Aggregated,0.500000,0.000000,180,180,340,340,350,360,360,360,360,360,360,12,0,180.0,223.11789891666652,175.48041999999953,360.5947129999999,506.6666666666667
1660658067,5,,Aggregated,0.400000,0.000000,180,180,210,210,350,360,360,360,360,360,360,16,0,180.0,211.29950393749996,170.59552400000032,360.5947129999999,485.3125
1660658068,5,,Aggregated,1.333333,0.000000,180,180,210,340,350,360,360,360,360,360,360,19,0,180.0,214.31972394736832,170.05113699999976,360.5947129999999,568.421052631579
1660658069,5,,Aggregated,1.857143,0.000000,180,180,200,230,350,350,360,360,360,360,360,25,0,180.0,208.3805817199999,170.05113699999976,360.5947129999999,654.04
1660658070,5,,Aggregated,2.000000,0.000000,180,180,200,230,350,360,360,360,360,360,360,37,0,180.0,206.0421982972972,170.05113699999976,360.5947129999999,565.5135135135135
1660658071,5,,Aggregated,2.222222,0.000000,180,180,200,220,340,350,360,360,360,360,360,42,0,180.0,204.04012242857127,170.05113699999976,360.5947129999999,511.73809523809524
1660658072,5,,Aggregated,2.800000,0.000000,180,180,200,210,340,350,360,360,360,360,360,46,0,180.0,202.1464684130432,170.05113699999976,360.5947129999999,500.80434782608694
