Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.90%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1660851785,0,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1660851786,1,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1660851787,2,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1660851788,3,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1660851789,4,,Aggregated,0,0,180,180,370,370,370,370,370,370,370,370,370,4,0,180,223.4282995,173.475852,367.862482,1307.75
1660851790,5,,Aggregated,0,0,180,180,190,190,340,370,370,370,370,370,370,11,0,180,211.6732038,173.475852,367.862482,563.2727273
1660851791,5,,Aggregated,0,0,180,180,180,190,340,370,370,370,370,370,370,14,0,180,204.7241806,173.475852,367.862482,548.2857143
1660851792,5,,Aggregated,1,0,180,180,190,190,340,370,370,370,370,370,370,16,0,180,211.2725961,172.54297,367.862482,667.25
1660851793,5,,Aggregated,2,0,180,180,190,200,340,370,1900,1900,1900,1900,1900,28,0,180,265.0509059,166.432575,1920.278079,77408.21429
1660851794,5,,Aggregated,2,0,180,180,180,190,340,370,1900,1900,1900,1900,1900,40,0,180,238.5330545,166.432575,1920.278079,54226.5
1660851795,5,,Aggregated,2.125,0,180,180,180,190,340,340,1900,1900,1900,1900,1900,44,0,180,232.8136988,166.432575,1920.278079,49349.13636
1660851796,5,,Aggregated,3.444444,0,180,180,180,190,340,340,1900,1900,1900,1900,1900,45,0,180,235.2798038,166.432575,1920.278079,48254.53333
1660851797,5,,Aggregated,4.2,0,180,180,180,190,340,370,1900,1900,1900,1900,1900,48,0,180,263.8215744,166.432575,1920.278079,75986.8125
1660851798,5,,Aggregated,4.4,0,180,180,180,190,340,370,1900,1900,1900,1900,1900,49,0,180,262.0511018,166.432575,1920.278079,74437.93878
1660851799,5,,Aggregated,4.5,0,180,180,180,190,340,1900,4100,5800,5800,5800,5800,53,0,180,434.7672489,166.432575,5751.713395,115647.4906
1660851800,5,,Aggregated,4.5,0,180,180,180,190,340,1900,4100,5800,5800,5800,5800,53,0,180,434.7672489,166.432575,5751.713395,115647.4906
1660851801,5,,Aggregated,5,0,180,180,190,200,370,4100,4300,5800,5800,5800,5800,54,0,180,505.9221361,166.432575,5751.713395,113506.8148
1660851802,5,,Aggregated,5,0,180,180,190,200,370,4100,4300,5800,5800,5800,5800,54,0,180,505.9221361,166.432575,5751.713395,113506.8148
1660851803,5,,Aggregated,5,0,180,180,190,200,370,4100,4300,5800,5800,5800,5800,54,0,180,505.9221361,166.432575,5751.713395,113506.8148
1660851804,5,,Aggregated,4,0,180,180,190,200,1700,4300,4600,5800,5800,5800,5800,59,0,180,551.8267156,166.432575,5751.713395,103977.1186
1660851805,5,,Aggregated,3.7,0,180,180,180,200,370,4100,4600,5800,5800,5800,5800,65,0,180,517.6594642,166.432575,5751.713395,94389.50769
1660851806,5,,Aggregated,2.4,0,180,180,180,190,370,4100,4600,5800,5800,5800,5800,69,0,180,497.7215415,166.432575,5751.713395,88941.95652
1660851807,5,,Aggregated,1.8,0,180,180,180,190,370,4100,4600,5800,5800,5800,5800,70,0,180,493.0352143,166.432575,5751.713395,87672.67143
1660851808,5,,Aggregated,2.1,0,180,180,180,190,340,4100,4600,5800,5800,5800,5800,71,0,180,488.6462734,166.432575,5751.713395,86439.14085
1660851809,5,,Aggregated,2.1,0,180,180,180,190,340,4100,4600,5800,5800,5800,5800,71,0,180,488.6462734,166.432575,5751.713395,86439.14085
1660851810,5,,Aggregated,2.1,0,180,180,180,190,340,4100,4600,5800,5800,5800,5800,71,0,180,488.6462734,166.432575,5751.713395,86439.14085
1660851811,5,,Aggregated,2.1,0,180,180,180,190,340,4100,4600,5800,5800,5800,5800,72,0,180,484.182496,166.432575,5751.713395,85279.93056
1660851812,5,,Aggregated,1.8,0,180,180,180,190,340,4100,4600,5800,5800,5800,5800,78,0,180,460.8554934,166.432575,5751.713395,78751.94872
1660851813,5,,Aggregated,1.8,0,180,180,180,190,340,1900,4600,5800,5800,5800,5800,84,0,180,440.5138882,166.432575,5751.713395,73137.95238
1660851814,5,,Aggregated,1.9,0,180,180,180,190,340,1900,4600,5800,5800,5800,5800,89,0,180,426.0426243,166.432575,5751.713395,69099.38202
1660851815,5,,Aggregated,2.4,0,180,180,180,190,340,1900,4600,5800,5800,5800,5800,99,0,180,409.437186,166.432575,5751.713395,62180.80808
1660851816,5,,Aggregated,2.9,0,180,180,180,200,370,1900,4600,5800,9800,9800,9800,109,0,180,482.8537366,166.432575,9808.514128,223816.9358
1660851817,5,,Aggregated,2.9,0,180,180,190,200,370,3300,4600,5800,9800,9800,9800,117,0,180,490.789094,166.432575,9808.514128,249389.9487
1660851818,5,,Aggregated,3.4,0,180,180,190,200,370,3300,4600,5800,9800,9800,9800,118,0,180,489.0586379,166.432575,9808.514128,247279.0169
1660851819,5,,Aggregated,4,0,180,180,190,220,470,2500,4600,5800,9800,9800,9800,122,0,180,511.8800113,166.432575,9808.514128,258408.3934
1660851820,5,,Aggregated,4,0,180,180,190,220,470,2500,4600,5800,9800,9800,9800,122,0,180,511.8800113,166.432575,9808.514128,258408.3934
1660851821,5,,Aggregated,4.7,0,180,180,190,220,490,3300,4600,5800,9800,9800,9800,124,0,180,531.4626544,166.432575,9808.514128,254241.6694
