Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.90%,99.99%,100%
GET,/api/cart/add/anonymous-357/EPE/1,1,0,182.155184,182.155184,182.155184,182.155184,222,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-357/SHCE/1,1,0,178.843426,178.843426,178.843426,178.843426,124,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-358/EPE/1,1,0,179.935131,179.935131,179.935131,179.935131,129,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-358/Watson/1,1,0,188.836703,188.836703,188.836703,188.836703,200,0.003352983,0,190,190,190,190,190,190,190,190,190,190,190
GET,/api/cart/add/anonymous-359/UHJ/1,1,0,177.872021,177.872021,177.872021,177.872021,209,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-359/Watson/1,1,0,181.59774,181.59774,181.59774,181.59774,106,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-360/HPTD/1,1,0,183.219914,183.219914,183.219914,183.219914,213,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-360/SHCE/1,1,0,183.474653,183.474653,183.474653,183.474653,124,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-361/UHJ/1,2,0,182.355975,183.6297245,182.355975,184.903474,139.5,0.006705966,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-362/EPE/1,2,0,180,181.018922,177.960101,184.077743,129.5,0.006705966,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-363/EMM/1,1,0,183.646467,183.646467,183.646467,183.646467,223,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-363/HPTD/1,1,0,184.433763,184.433763,184.433763,184.433763,121,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-364/RMC/1,1,0,180.175723,180.175723,180.175723,180.175723,184,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-364/Watson/1,1,0,180.658163,180.658163,180.658163,180.658163,106,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-365/SHCE/1,1,0,178.16127,178.16127,178.16127,178.16127,230,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-365/UHJ/1,1,0,176.419802,176.419802,176.419802,176.419802,138,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-366/EPE/1,1,0,182.869259,182.869259,182.869259,182.869259,201,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-366/RED/1,1,0,178.800402,178.800402,178.800402,178.800402,132,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-367/HPTD/1,1,0,187.237864,187.237864,187.237864,187.237864,121,0.003352983,0,190,190,190,190,190,190,190,190,190,190,190
GET,/api/cart/add/anonymous-367/UHJ/1,1,0,183.954915,183.954915,183.954915,183.954915,226,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-368/HPTD/1,1,0,180.674339,180.674339,180.674339,180.674339,121,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/add/anonymous-368/SHCE/1,1,0,175.889861,175.889861,175.889861,175.889861,213,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
,,,,,,,,,,,,,,,,,,,,,
GET,/api/cart/cart/anonymous-328,1,0,174.804942,174.804942,174.804942,174.804942,134,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-329,1,0,174.249076,174.249076,174.249076,174.249076,191,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-330,1,0,180.041144,180.041144,180.041144,180.041144,202,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-331,1,0,172.458032,172.458032,172.458032,172.458032,121,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-332,1,0,173.876811,173.876811,173.876811,173.876811,213,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-333,1,0,174.720387,174.720387,174.720387,174.720387,216,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-334,1,0,170.130855,170.130855,170.130855,170.130855,202,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-335,1,0,173.516459,173.516459,173.516459,173.516459,207,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-336,1,0,173.237111,173.237111,173.237111,173.237111,202,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-337,1,0,177.486305,177.486305,177.486305,177.486305,134,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-338,1,0,173.351504,173.351504,173.351504,173.351504,179,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-339,1,0,172.038785,172.038785,172.038785,172.038785,225,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-340,1,0,167.871006,167.871006,167.871006,167.871006,202,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-341,1,0,212.524095,212.524095,212.524095,212.524095,200,0.003352983,0,210,210,210,210,210,210,210,210,210,210,210
GET,/api/cart/cart/anonymous-342,1,0,175.054954,175.054954,175.054954,175.054954,201,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-343,1,0,175.249697,175.249697,175.249697,175.249697,229,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-344,1,0,173.443138,173.443138,173.443138,173.443138,207,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-345,1,0,170.809812,170.809812,170.809812,170.809812,201,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-346,1,0,174.909772,174.909772,174.909772,174.909772,223,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-347,1,0,175.893863,175.893863,175.893863,175.893863,226,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-348,1,0,169.059635,169.059635,169.059635,169.059635,202,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-349,1,0,175.965093,175.965093,175.965093,175.965093,214,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-350,1,0,173.494561,173.494561,173.494561,173.494561,141,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-351,1,0,175.533294,175.533294,175.533294,175.533294,230,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-352,1,0,174.624957,174.624957,174.624957,174.624957,134,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-353,1,0,174.818162,174.818162,174.818162,174.818162,217,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-354,1,0,179.234164,179.234164,179.234164,179.234164,220,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-355,1,0,179.588678,179.588678,179.588678,179.588678,201,0.003352983,0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/cart/cart/anonymous-356,1,0,170.553782,170.553782,170.553782,170.553782,137,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-357,1,0,174.057242,174.057242,174.057242,174.057242,222,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-358,1,0,174.210063,174.210063,174.210063,174.210063,200,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-359,1,0,174.53735,174.53735,174.53735,174.53735,209,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-360,1,0,174.224416,174.224416,174.224416,174.224416,213,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/cart/cart/anonymous-361,1,0,173.628593,173.628593,173.628593,173.628593,141,0.003352983,0,170,170,170,170,170,170,170,170,170,170,170
